date,PFIX_close
2024-11-15,44.8463
2024-11-18,44.9627
2024-11-19,44.7388
2024-11-20,44.7030
2024-11-21,44.8015
2024-11-22,44.9806
2024-11-25,42.2929
2024-11-26,42.8772
2024-11-27,42.2120
2024-11-29,40.9626
2024-12-02,40.1446
2024-12-03,41.2682
2024-12-04,40.3693
2024-12-05,40.1805
2024-12-06,39.4435
2024-12-09,40.2255
2024-12-10,40.3064
2024-12-11,41.1334
2024-12-12,42.7873
2024-12-13,44.4683
2024-12-16,44.3155
2024-12-17,43.8660
2024-12-18,44.6211
2024-12-19,46.4279
2024-12-20,45.9335
2024-12-23,47.4732
2024-12-24,47.2695
2024-12-26,46.7656
2024-12-27,47.1126
2024-12-30,46.6709
2024-12-31,47.1848
2025-01-02,47.1307
2025-01-03,47.3741
2025-01-06,48.2305
2025-01-07,49.5467
2025-01-08,49.7450
2025-01-10,50.0966
2025-01-13,50.9170
2025-01-14,51.4849
2025-01-15,49.5467
2025-01-16,48.8616
2025-01-17,48.4469
2025-01-21,48.1404
2025-01-22,48.3387
2025-01-23,49.0058
2025-01-24,48.8886
2025-01-27,47.7437
2025-01-28,47.3643
2025-01-29,47.5540
2025-01-30,46.7140
2025-01-31,47.8250
2025-02-03,46.8134
2025-02-04,45.9102
2025-02-05,44.6096
2025-02-06,44.9799
2025-02-07,46.1992
2025-02-10,46.6418
2025-02-11,47.3011
2025-02-12,49.8030
2025-02-13,47.6353
2025-02-14,45.7024
2025-02-18,47.6353
2025-02-19,48.0869
2025-02-20,47.1927
2025-02-21,45.2147
2025-02-24,44.3747
2025-02-25,41.9944
2025-02-26,40.7636
2025-02-27,41.8768
2025-02-28,41.2161
2025-03-03,40.2115
2025-03-04,41.1437
2025-03-05,42.7185
2025-03-06,43.2796
2025-03-07,43.9222
2025-03-10,42.9990
2025-03-11,45.0626
2025-03-12,45.8590
2025-03-13,44.2209
2025-03-14,45.3612
2025-03-17,44.3476
2025-03-18,43.5783
2025-03-19,43.0895
2025-03-20,43.0986
2025-03-21,43.5421
2025-03-24,45.0716
2025-03-25,44.7367
2025-03-26,45.3722
2025-03-27,46.2891
2025-03-28,44.7095
2025-03-31,43.9923
2025-04-01,43.2207
2025-04-02,43.5838
2025-04-03,42.3946
2025-04-04,41.1418
2025-04-07,44.8457
2025-04-08,47.5328
2025-04-09,49.0579
2025-04-10,50.9552
2025-04-11,50.4287
2025-04-14,49.9294
2025-04-15,49.8840
2025-04-16,48.2136
2025-04-17,49.7932
2025-04-21,52.2625
2025-04-22,52.5893
2025-04-23,50.5921
2025-04-24,50.2017
2025-04-25,48.1172
2025-04-28,47.9169
2025-04-29,46.9429
2025-04-30,48.3357
2025-05-01,48.8272
2025-05-02,50.5932
2025-05-05,51.4215
2025-05-06,50.9391
2025-05-07,50.4293
2025-05-08,52.5411
2025-05-09,52.1406
2025-05-12,53.8884
2025-05-13,53.8974
2025-05-14,55.0535
2025-05-15,53.3058
2025-05-16,52.9053
2025-05-19,53.1874
2025-05-20,54.1705
2025-05-21,57.4657
2025-05-22,56.8194
2025-05-23,56.0912
2025-05-27,53.2351
2025-05-28,54.2480
2025-05-29,53.0252
2025-05-30,52.8154
2025-06-02,54.2936
2025-06-03,54.6860
2025-06-04,53.2625
2025-06-05,52.8792
2025-06-06,54.0746
2025-06-09,53.6822
2025-06-10,53.3811
2025-06-11,52.6055
2025-06-12,50.6619
2025-06-13,51.7660
2025-06-16,54.2936
2025-06-17,50.7805
2025-06-18,50.5980
2025-06-20,51.1455
2025-06-23,50.2877
2025-06-24,49.1745
2025-06-25,49.2659
2025-06-26,49.0282
2025-06-27,49.8787
2025-06-30,48.3240
2025-07-01,48.1136
2025-07-02,49.4214
2025-07-03,50.2445
2025-07-07,50.7566
2025-07-08,51.7809
2025-07-09,50.0616
2025-07-10,50.1165
2025-07-11,51.9455
2025-07-14,52.7595
2025-07-15,54.3416
2025-07-16,55.0824
2025-07-17,55.4756
2025-07-18,55.2013
2025-07-21,53.9575
2025-07-22,53.4545
2025-07-23,55.0641
2025-07-24,54.9452
2025-07-25,53.8660
2025-07-28,54.5590
2025-07-29,52.1383
2025-07-30,52.2029
2025-07-31,51.2143
2025-08-01,48.8860
2025-08-04,49.1077
2025-08-05,48.5072
2025-08-06,49.2278
2025-08-07,49.8654
2025-08-08,50.2534
2025-08-11,50.3088
2025-08-12,50.6969
2025-08-13,49.6529
2025-08-14,50.0594
2025-08-15,51.2328
2025-08-18,52.0089
2025-08-19,51.1866
2025-08-20,50.9464
2025-08-21,52.0089
2025-08-22,51.1035
2025-08-25,50.8355
2025-08-26,51.8257
2025-08-27,52.2834
2025-08-28,51.2185
2025-08-29,52.2180
2025-09-02,54.0676
2025-09-03,52.5637
2025-09-04,51.5268
2025-09-05,49.4343
2025-09-08,47.3979
2025-09-09,47.1550
2025-09-10,46.0995
2025-09-11,44.1004
2025-09-12,43.5680
2025-09-15,42.9701
2025-09-16,43.0542
2025-09-17,42.5404
2025-09-18,43.8762
2025-09-19,43.9977
2025-09-22,44.9318
2025-09-23,44.3433
2025-09-24,45.2120
2025-09-25,44.6223
2025-09-26,45.3992
2025-09-29,44.6878
2025-09-30,45.0903
2025-10-01,44.7627
2025-10-02,44.0139
2025-10-03,44.1356
2025-10-06,45.2120
2025-10-07,45.5865
2025-10-08,45.3244
2025-10-09,45.6707
2025-10-10,44.3696
2025-10-13,43.8173
2025-10-14,43.2744
2025-10-15,43.8360
2025-10-16,43.7050
2025-10-17,43.4241
2025-10-20,42.6004
2025-10-21,41.7205
2025-10-22,42.0294
2025-10-23,42.5068
2025-10-24,42.4413
2025-10-27,41.6269
2025-10-28,41.6081
2025-10-29,41.6269
2025-10-30,42.3024
2025-10-31,42.7246
2025-11-03,42.7621
2025-11-04,42.8278
2025-11-05,43.6064
2025-11-06,43.0811
2025-11-07,43.3344
2025-11-10,43.1092
2025-11-11,43.1561
2025-11-12,43.4094
2025-11-13,44.0474
2025-11-14,45.4171
2025-11-17,45.5016
2025-11-18,45.5419
2025-11-19,45.2295
2025-11-20,45.0794
2025-11-21,45.6059
2025-11-24,44.6845
2025-11-25,43.7068
2025-11-26,43.8290
2025-11-28,44.0922
2025-12-01,45.2674
2025-12-02,45.8315
2025-12-03,45.4742
2025-12-04,46.1323
2025-12-05,46.9408
2025-12-08,47.6177
2025-12-09,47.4297
